geo_level,geo_code,geo_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
State,01,Alabama,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,463,31378.74,7071.97,5030.75
State,01,Alabama,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,181,21057.81,5341.73,3689.18
State,01,Alabama,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,2101,49925.79,9769.27,7763.41
State,01,Alabama,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,971,31610.65,6655.79,4961.82
State,01,Alabama,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,228,18732.04,5255.62,3774.75
State,01,Alabama,196,INTERSTITIAL LUNG DISEASE WITH MCC,134,72063.87,16105.94,10585.01
State,01,Alabama,197,INTERSTITIAL LUNG DISEASE WITH CC,26,44504.46,9032.81,6086.12
State,01,Alabama,199,PNEUMOTHORAX WITH MCC,103,56705.05,12493.73,10416.94
State,01,Alabama,200,PNEUMOTHORAX WITH CC,116,39674.27,8587.94,6514.93
State,01,Alabama,201,PNEUMOTHORAX WITHOUT CC/MCC,25,24587.08,5581.88,4132.04
State,01,Alabama,202,BRONCHITIS AND ASTHMA WITH CC/MCC,320,32994.39,7339.67,5459.75
State,01,Alabama,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,47,24896.45,5341.51,3465.55
State,01,Alabama,204,RESPIRATORY SIGNS AND SYMPTOMS,73,27921.95,6654.47,5031.04
State,01,Alabama,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,107,85329.63,14923.29,11564.8
State,01,Alabama,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,98,32686.9,7329.69,5042.39
State,01,Alabama,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,260,238519.66,47835.61,40310.16
State,01,Alabama,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,451,106715.35,20515.31,16947.35
State,01,Alabama,215,OTHER HEART ASSIST SYSTEM IMPLANT,45,462935.27,85943.51,69539.62
State,01,Alabama,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,99,401630.6,75997.13,66018.06
State,01,Alabama,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,35,260508.0,48915.54,35560.77
State,01,Alabama,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,224,327596.45,66818.49,51948.2
State,01,Alabama,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,199,240347.75,41083.79,32661.8
State,01,Alabama,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,14,177045.0,36762.86,23577.93
State,01,Alabama,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",18,298685.72,59549.72,45048.06
State,01,Alabama,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",16,340828.88,49498.75,46244.75
State,01,Alabama,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,25,291559.52,44117.36,42432.92
State,01,Alabama,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,21,211363.52,34095.43,30227.86
State,01,Alabama,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,58,195922.91,40479.48,34926.83
State,01,Alabama,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,91,136145.11,25432.25,20878.47
State,01,Alabama,231,CORONARY BYPASS WITH PTCA WITH MCC,20,357531.65,57598.95,54538.75
State,01,Alabama,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,242,326799.44,51558.33,42101.58
State,01,Alabama,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,240,224321.74,34609.66,26738.5
State,01,Alabama,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,221,234439.14,42330.94,34022.86
State,01,Alabama,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,304,185868.68,30820.58,22743.91
State,01,Alabama,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,114,167271.58,30656.43,24695.68
State,01,Alabama,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,86,83907.47,18292.62,15583.17
State,01,Alabama,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,14,60264.21,10776.43,9551.43
State,01,Alabama,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,210,156496.67,26338.22,20751.54
State,01,Alabama,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,284,114973.65,18297.64,13735.99
State,01,Alabama,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,124,107640.4,13773.5,10944.52
State,01,Alabama,245,AICD GENERATOR PROCEDURES,12,157217.17,34247.58,31985.67
State,01,Alabama,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,433,158180.74,22151.1,18127.98
State,01,Alabama,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,667,122234.14,15011.09,10532.61
State,01,Alabama,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC,49,123624.29,20035.22,17162.78
State,01,Alabama,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITHOUT MCC,54,78234.96,13062.24,8124.78
State,01,Alabama,252,OTHER VASCULAR PROCEDURES WITH MCC,290,122732.96,24936.59,21422.57
State,01,Alabama,253,OTHER VASCULAR PROCEDURES WITH CC,281,104000.5,19340.68,15556.33
State,01,Alabama,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,150,61711.32,12623.2,10014.11
State,01,Alabama,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,29,106334.34,21530.66,17901.48
State,01,Alabama,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,39,76955.59,11710.08,9609.62
State,01,Alabama,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,29,133855.62,24394.55,20847.41
State,01,Alabama,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,38,82145.79,14935.08,11316.29
State,01,Alabama,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,19,62055.16,13190.26,8858.74
State,01,Alabama,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,115,103945.97,23641.15,19644.3
State,01,Alabama,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,330,220162.01,41999.28,40726.35
State,01,Alabama,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,446,186102.95,35643.93,33358.3
State,01,Alabama,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,47,301277.23,66358.87,44035.62
State,01,Alabama,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,194,177757.13,30676.96,26579.87
State,01,Alabama,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,270,227895.34,38541.76,34030.32
State,01,Alabama,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,165,142921.82,25854.92,20105.85
State,01,Alabama,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,71,104873.73,19795.72,13922.59
State,01,Alabama,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,103,172039.08,30466.54,26126.69
State,01,Alabama,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,943,141056.27,22657.24,20422.54
State,01,Alabama,276,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR,16,300018.81,46891.06,44925.19
State,01,Alabama,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",1321,69042.0,11901.29,9575.95
State,01,Alabama,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",604,46258.97,7733.6,5204.52
State,01,Alabama,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",228,38600.99,5748.01,3803.66
State,01,Alabama,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",169,97490.08,16393.7,13349.59
State,01,Alabama,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",701,83933.87,17704.84,12760.48
State,01,Alabama,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",650,55108.16,9068.74,6251.01
State,01,Alabama,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,13,97008.46,16906.54,15276.69
State,01,Alabama,291,HEART FAILURE AND SHOCK WITH MCC,4572,41947.15,9708.46,7775.93
State,01,Alabama,292,HEART FAILURE AND SHOCK WITH CC,277,28247.64,7138.54,5376.53
State,01,Alabama,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,63,14640.46,5415.48,3580.46
State,01,Alabama,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",54,65890.06,12636.67,10789.43
State,01,Alabama,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,190,64711.72,11969.23,9499.89
State,01,Alabama,300,PERIPHERAL VASCULAR DISORDERS WITH CC,315,37508.53,8239.12,6362.52
State,01,Alabama,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,60,22963.12,5911.13,4169.17
State,01,Alabama,302,ATHEROSCLEROSIS WITH MCC,38,44928.18,9560.37,7847.97
State,01,Alabama,303,ATHEROSCLEROSIS WITHOUT MCC,152,28715.1,5609.84,3892.13
State,01,Alabama,304,HYPERTENSION WITH MCC,167,40201.42,8667.9,6312.32
State,01,Alabama,305,HYPERTENSION WITHOUT MCC,420,33499.78,6081.51,4050.36
State,01,Alabama,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,52,45536.29,10707.69,9313.19
State,01,Alabama,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,26,38707.85,7513.5,5646.15
State,01,Alabama,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,844,45351.91,9039.14,7110.32
State,01,Alabama,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,1107,28796.93,5880.97,4194.03
State,01,Alabama,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,647,19882.17,4654.04,2907.04
State,01,Alabama,311,ANGINA PECTORIS,52,27095.25,5013.62,3650.42
State,01,Alabama,312,SYNCOPE AND COLLAPSE,937,32992.49,6818.01,5025.11
State,01,Alabama,313,CHEST PAIN,519,27165.63,5623.96,4021.87
State,01,Alabama,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,397,77201.43,16205.78,12924.42
State,01,Alabama,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,239,32092.97,7946.51,5796.27
State,01,Alabama,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,43,28221.21,5450.84,3789.19
State,01,Alabama,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,19,211555.42,38267.89,35251.95
State,01,Alabama,321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,142,178899.63,21632.6,17638.71
State,01,Alabama,322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,196,134803.86,14047.62,10371.53
State,01,Alabama,323,CORONARY INTRAVASCULAR LITHOTRIPSY WITH INTRALUMINAL DEVICE WITH MCC,11,192360.27,28529.73,26564.36
State,01,Alabama,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",130,269102.64,46747.41,31780.08
State,01,Alabama,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",118,117369.25,21558.69,15490.09
State,01,Alabama,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",98,98680.6,12323.54,9632.93
State,01,Alabama,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,455,189710.61,33997.87,28455.1
State,01,Alabama,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,606,103539.59,18779.43,13896.37
State,01,Alabama,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,420,81988.01,12767.72,9742.54
State,01,Alabama,334,RECTAL RESECTION WITHOUT CC/MCC,13,47156.92,12714.23,10774.62
State,01,Alabama,335,PERITONEAL ADHESIOLYSIS WITH MCC,60,205869.12,29699.08,23852.02
State,01,Alabama,336,PERITONEAL ADHESIOLYSIS WITH CC,109,108690.76,15372.8,12104.54
State,01,Alabama,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,47,65936.55,11451.26,8653.47
State,01,Alabama,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,20,74139.0,11416.95,7801.65
State,01,Alabama,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,19,75823.0,8685.53,6524.21
State,01,Alabama,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,31,55089.29,12112.32,6937.58
State,01,Alabama,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,28,61155.07,8264.0,5347.14
State,01,Alabama,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,31,69135.0,12976.81,9199.29
State,01,Alabama,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,18,60584.39,9733.78,8165.56
State,01,Alabama,348,ANAL AND STOMAL PROCEDURES WITH CC,33,68883.45,12951.03,7828.12
State,01,Alabama,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,19,92249.26,15868.37,14688.26
State,01,Alabama,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,45,84274.71,10830.44,8519.13
State,01,Alabama,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,22,58811.09,8043.05,6207.95
