provider_ccn,provider_org_name,provider_city,provider_street_address,provider_state_fips,provider_zip5,provider_state_abbreviation,provider_ruca_code,provider_ruca_description,drg_code,drg_description,total_discharges,average_submitted_covered_charge,average_total_payment_amount,average_medicare_payment_amount
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,49,19851.9,8936.24,7558.63
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,16,18840.19,6159.75,4859.75
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",16,27011.06,10227.44,9127.44
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",14,15966.79,6578.36,5206.93
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",291,HEART FAILURE AND SHOCK WITH MCC,54,18144.78,9248.52,7376.69
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,13,27852.0,8140.69,6909.92
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,12,57311.83,31392.0,21318.75
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,15,22497.33,11645.47,10312.13
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,29,14576.86,6930.48,5240.52
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",389,GASTROINTESTINAL OBSTRUCTION WITH CC,18,10320.17,6148.22,4166.11
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",30,12677.27,5999.3,4008.97
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,34,27937.12,14227.18,12238.18
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,29,29220.66,14106.1,12795.76
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",603,CELLULITIS WITHOUT MCC,22,13850.41,6352.36,4897.82
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",24,11319.67,5761.04,4255.25
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",682,RENAL FAILURE WITH MCC,27,21522.96,9770.59,8825.7
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",683,RENAL FAILURE WITH CC,30,13032.4,6786.3,5172.33
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,28,21298.68,8128.32,6814.04
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,28,11092.5,5994.0,4738.43
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,68,29609.18,13282.49,12114.56
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,16,12896.88,7205.25,6205.25
10005,Marshall Medical Centers South Campus,Boaz,2505 U S Highway 431 North,1,35957,AL,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",885,PSYCHOSES,14,11352.5,9013.21,7530.64
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,EXTRACRANIAL PROCEDURES WITH CC,18,83230.44,11236.56,9291.72
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,12,38606.17,9403.25,6634.42
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,55,77189.84,13424.0,11170.51
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,51,33144.08,7237.73,5288.06
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,46,29205.09,5742.91,4296.61
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,12,54438.0,16148.5,13947.17
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,11,26908.27,8796.64,7430.73
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,13,25962.77,7213.69,5947.92
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,15,68914.4,13313.47,11296.93
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,24,29386.33,6228.0,4891.88
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,14,41289.29,9726.29,7950.5
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,175,56619.09,12259.04,10468.17
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,18,36749.67,7996.0,6245.78
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,71,45203.49,8619.56,6838.39
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,22,39257.73,7803.36,6155.0
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,17,37355.41,6461.53,4323.88
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,92,45785.12,9165.09,7355.61
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,22,27505.23,6088.91,4300.59
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,16,78185.56,17659.81,15975.31
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,16,329332.19,50649.12,47134.19
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,12,211866.42,36120.58,28770.92
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,11,84217.27,15493.09,13704.91
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,32,129843.59,20048.38,18107.38
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,51,92903.27,13939.92,10404.75
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,27,121327.89,22526.52,20732.22
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,13,123526.69,17102.23,13492.46
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,13,163427.69,31497.54,29151.77
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",42,50441.31,10898.81,9221.19
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",21,33855.76,6559.0,4343.9
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",26,59298.31,14145.42,11452.35
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",42,43935.38,7635.93,5813.95
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,173,39697.08,8990.87,7243.41
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,15,27599.07,7370.47,5707.2
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,35,47180.46,8332.2,5986.6
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,59,25126.03,5403.71,3713.22
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,24,15484.62,4054.04,2457.58
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,35,31148.71,6157.97,4819.46
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,30,27521.37,5234.13,3740.3
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,13,75018.31,14699.92,12600.46
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,13,125355.69,26892.92,24834.08
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,21,66578.95,16490.24,14248.1
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,44,44961.02,11804.48,10427.91
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,60,30256.5,6959.75,5510.68
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,19,23543.74,5750.63,4181.21
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",14,42072.5,9004.64,7449.29
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",40,30290.88,5921.65,4212.02
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,11,60944.0,10952.09,8834.27
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,16,31910.31,6924.38,5356.81
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,12,77021.83,16082.67,13944.58
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,14,54316.07,11325.79,9404.43
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,11,48011.91,9062.82,7287.73
10006,North Alabama Medical Center,Florence,1701 Veterans Drive,1,35630,AL,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,11,81332.09,14477.64,13177.55
