provider_ccn,provider_org_name,provider_street_address,provider_city,provider_state_abbreviation,provider_state_fips,provider_zip5,provider_ruca_code,provider_ruca_description,apc_code,apc_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,25,26,5981.11,1280.34,1004.22,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,54,58,19065.21,2527.7,2003.67,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,27,29,38098.94,4422.04,3510.82,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,167,171,22398.47,2502.94,1744.02,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,43,45,37670.45,4407.48,3492.44,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,90,103,67881.28,8206.46,6723.48,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,23,24,90910.79,14135.61,12592.86,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5213,Level 3 Electrophysiologic Procedures,29,30,94088.94,20151.1,18551.1,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5222,Level 2 Pacemaker and Similar Procedures,20,20,45892.08,6742.77,5315.1,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5223,Level 3 Pacemaker and Similar Procedures,36,36,60868.91,8881.96,7275.68,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5224,Level 4 Pacemaker and Similar Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5231,Level 1 ICD and Similar Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5232,Level 2 ICD and Similar Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5302,Level 2 Upper GI Procedures,132,146,10345.37,1491.67,1188.32,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5303,Level 3 Upper GI Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5313,Level 3 Lower GI Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5331,Complex GI Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5341,Abdominal/Peritoneal/Biliary and Related Procedures,47,47,21492.68,3047.16,2427.8,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5361,Level 1 Laparoscopy and Related Services,90,90,24115.04,4387.03,3470.42,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5362,Level 2 Laparoscopy and Related Services,22,22,36261.61,7537.67,5948.66,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5372,Level 2 Urology and Related Services,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,Level 3 Urology and Related Services,54,55,15517.94,1595.84,1268.21,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5374,Level 4 Urology and Related Services,52,55,22452.88,2726.73,2153.25,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5375,Level 5 Urology and Related Services,42,45,19794.76,3973.72,3151.5,0,0.0
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5414,Level 4 Gynecologic Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5415,Level 5 Gynecologic Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5416,Level 6 Gynecologic Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5627,Level 7 Radiation Therapy,,,,,,,
010006,North Alabama Medical Center,1701 Veterans Drive,Florence,AL,01,35630,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,185,188,15222.97,2022.59,1594.34,0,0.0
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,12,12,3219.62,1170.04,915.31,0,0.0
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5113,Level 3 Musculoskeletal Procedures,11,14,7837.31,1954.66,1557.36,0,0.0
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5114,Level 4 Musculoskeletal Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5182,Level 2 Vascular Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5183,Level 3 Vascular Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5302,Level 2 Upper GI Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5313,Level 3 Lower GI Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5361,Level 1 Laparoscopy and Related Services,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5431,Level 1 Nerve Procedures,,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5491,Level 1 Intraocular Procedures,48,77,4223.75,1804.75,1437.93,0,0.0
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,,,,,
010007,Mizell Memorial Hospital,702 N Main St,Opp,AL,01,36467,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",8011,Comprehensive Observation Services,77,82,7247.35,2038.43,1623.77,0,0.0
010008,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,01,36049,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,,,,,,,
010008,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,01,36049,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,,,,,,,
010008,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,01,36049,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,,,,,,,
010008,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,01,36049,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",5431,Level 1 Nerve Procedures,,,,,,,
010008,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,01,36049,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",8011,Comprehensive Observation Services,29,34,10981.67,1942.88,1528.56,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5072,Level 2 Excision/ Biopsy/ Incision and Drainage,20,20,17524.97,1219.52,952.59,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5073,Level 3 Excision/ Biopsy/ Incision and Drainage,17,18,16088.78,2262.35,1802.52,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5091,Level 1 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5092,Level 2 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5094,Level 4 Breast/Lymphatic Surgery and Related Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5112,Level 2 Musculoskeletal Procedures,11,13,17074.95,1256.6,987.33,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5113,Level 3 Musculoskeletal Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5114,Level 4 Musculoskeletal Procedures,20,21,37673.22,5792.96,4615.53,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5115,Level 5 Musculoskeletal Procedures,78,79,48594.78,11040.15,9440.15,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5153,Level 3 Airway Endoscopy,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5154,Level 4 Airway Endoscopy,12,12,16943.63,2919.55,2326.15,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5155,Level 5 Airway Endoscopy,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5164,Level 4 ENT Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5165,Level 5 ENT Procedures,,,,,,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5182,Level 2 Vascular Procedures,,12,11832.61,1216.51,951.67,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5183,Level 3 Vascular Procedures,39,41,30020.58,2413.29,1875.85,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5184,Level 4 Vascular Procedures,25,30,30107.66,4262.38,3338.62,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5191,Level 1 Endovascular Procedures,192,192,46548.57,2495.31,1721.55,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5192,Level 2 Endovascular Procedures,27,28,42181.91,4567.67,3632.85,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5193,Level 3 Endovascular Procedures,79,91,92081.83,8732.79,7139.1,,
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5194,Level 4 Endovascular Procedures,36,39,96726.29,15014.87,13403.28,0,0.0
010011,St Vincent's East,50 Medical Park East Drive,Birmingham,AL,01,35235,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5212,Level 2 Electrophysiologic Procedures,,,,,,,
