geo_level,geo_code,geo_description,service_level,apc_code,apc_description,hcpcs_code,hcpcs_description,beneficiary_count,apc_services,average_total_submitted_charges,average_medicare_allowed_amount,average_medicare_payment_amount,outlier_services,average_medicare_outlier_amount
State,17,Illinois,APC,5183,Level 3 Vascular Procedures,,,8002,8382,19356.3,2891.81,2296.63,105,6519.15
State,17,Illinois,APC,5184,Level 4 Vascular Procedures,,,2133,2284,35939.48,4924.3,3914.75,68,4936.99
State,17,Illinois,APC,5191,Level 1 Endovascular Procedures,,,11682,11754,24041.11,2868.32,2007.23,56,6445.37
State,17,Illinois,APC,5192,Level 2 Endovascular Procedures,,,2686,3095,33529.02,5057.24,4012.17,66,3861.2
State,17,Illinois,APC,5193,Level 3 Endovascular Procedures,,,6001,6532,67186.26,10212.85,8628.31,426,2548.53
State,17,Illinois,APC,5194,Level 4 Endovascular Procedures,,,1665,1756,94217.02,16685.01,15091.59,91,7964.93
State,17,Illinois,APC,5200,Implantation Wireless PA Pressure Monitor,,,245,245,159668.79,27118.43,25516.83,0,
State,17,Illinois,APC,5211,Level 1 Electrophysiologic Procedures,,,0,0,,,,0,
State,17,Illinois,APC,5212,Level 2 Electrophysiologic Procedures,,,281,283,47107.66,6641.7,5285.81,14,3301.46
State,17,Illinois,APC,5213,Level 3 Electrophysiologic Procedures,,,4104,4175,123066.6,22993.92,21390.39,19,11192.88
State,17,Illinois,APC,5222,Level 2 Pacemaker and Similar Procedures,,,1386,1390,41793.73,7906.04,6332.15,0,
State,17,Illinois,APC,5223,Level 3 Pacemaker and Similar Procedures,,,2566,2566,53615.38,10061.7,8457.41,19,3039.48
State,17,Illinois,APC,5224,Level 4 Pacemaker and Similar Procedures,,,472,472,93850.61,18167.6,16564.76,0,
State,17,Illinois,APC,5231,Level 1 ICD and Similar Procedures,,,248,248,114639.29,22216.04,20610.03,0,
State,17,Illinois,APC,5232,Level 2 ICD and Similar Procedures,,,1328,1332,154824.3,31129.01,29525.18,0,
State,17,Illinois,APC,5302,Level 2 Upper GI Procedures,,,8038,8956,13339.38,1710.82,1362.27,15,5444.67
State,17,Illinois,APC,5303,Level 3 Upper GI Procedures,,,1278,1306,20337.42,3192.34,2537.05,0,
State,17,Illinois,APC,5313,Level 3 Lower GI Procedures,,,1464,1493,17994.63,2499.32,2003.45,0,
State,17,Illinois,APC,5331,Complex GI Procedures,,,1008,1226,28728.62,4895.37,3889.12,18,2946.91
State,17,Illinois,APC,5341,Abdominal/Peritoneal/Biliary and Related Procedures,,,3085,3334,23469.5,3458.05,2742.92,62,5010.41
State,17,Illinois,APC,5361,Level 1 Laparoscopy and Related Services,,,6001,6042,37366.58,5073.3,4024.82,124,4074.13
State,17,Illinois,APC,5362,Level 2 Laparoscopy and Related Services,,,2933,2941,60582.2,8848.44,7245.53,161,2430.99
State,17,Illinois,APC,5372,Level 2 Urology and Related Services,,,4923,7293,3911.1,603.82,475.46,16,5077.76
State,17,Illinois,APC,5373,Level 3 Urology and Related Services,,,6184,7532,13046.25,1807.56,1432.47,24,5374.98
State,17,Illinois,APC,5374,Level 4 Urology and Related Services,,,6089,7064,22574.58,3131.73,2486.86,41,6730.21
State,17,Illinois,APC,5375,Level 5 Urology and Related Services,,,5645,5962,32389.25,4608.42,3660.18,57,6831.36
State,17,Illinois,APC,5376,Level 6 Urology and Related Services,,,689,697,44066.0,8444.12,6845.48,0,
State,17,Illinois,APC,5377,Level 7 Urology and Related Services,,,36,36,64539.39,12005.13,10395.7,0,
State,17,Illinois,APC,5378,Level 8 Urology and Related Services,,,231,233,106715.37,18642.17,17041.2,0,
State,17,Illinois,APC,5414,Level 4 Gynecologic Procedures,,,2032,2063,19841.97,2750.71,2179.11,0,
State,17,Illinois,APC,5415,Level 5 Gynecologic Procedures,,,802,822,31074.05,4511.04,3578.05,0,
State,17,Illinois,APC,5416,Level 6 Gynecologic Procedures,,,362,362,43376.46,6798.44,5375.56,0,
State,17,Illinois,APC,5431,Level 1 Nerve Procedures,,,4460,5369,12140.71,1743.16,1379.53,11,5012.8
State,17,Illinois,APC,5432,Level 2 Nerve Procedures,,,81,82,49901.69,6024.57,4795.45,0,
State,17,Illinois,APC,5461,Level 1 Neurostimulator and Related Procedures,,,163,164,26195.36,3127.64,2478.06,0,
State,17,Illinois,APC,5462,Level 2 Neurostimulator and Related Procedures,,,542,646,33879.91,6027.14,4796.02,16,3683.46
State,17,Illinois,APC,5463,Level 3 Neurostimulator and Related Procedures,,,72,73,61315.35,7307.77,6100.43,0,
State,17,Illinois,APC,5464,Level 4 Neurostimulator and Related Procedures,,,504,530,97065.16,20913.59,19311.11,0,
State,17,Illinois,APC,5465,Level 5 Neurostimulator and Related Procedures,,,643,653,124995.78,28496.01,26894.97,0,
State,17,Illinois,APC,5471,Implantation of Drug Infusion Device,,,110,113,79765.43,16238.94,14643.36,0,
State,17,Illinois,APC,5491,Level 1 Intraocular Procedures,,,13251,19440,14138.6,2108.88,1673.82,11,4663.22
State,17,Illinois,APC,5492,Level 2 Intraocular Procedures,,,2194,2405,26960.8,3944.6,3130.38,32,5585.43
State,17,Illinois,APC,5493,Level 3 Intraocular Procedures,,,15,16,48575.94,7353.89,5859.2,0,
State,17,Illinois,APC,5494,Level 4 Intraocular Procedures,,,0,0,,,,0,
State,17,Illinois,APC,5503,"Level 3 Extraocular, Repair, and Plastic Eye Procedures",,,991,1039,16687.45,2101.32,1668.74,0,
State,17,Illinois,APC,5504,"Level 4 Extraocular, Repair, and Plastic Eye Procedures",,,156,160,31050.91,3507.01,2786.33,0,
State,17,Illinois,APC,5627,Level 7 Radiation Therapy,,,334,367,73110.41,7660.57,6093.16,50,6126.26
State,17,Illinois,APC,5881,Ancillary Outpatient Services When Patient Dies,,,11,11,127523.05,11705.54,10105.54,0,
