Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,01,Alabama,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,105,76413.904762,16123.419048,13739.704762
State,01,Alabama,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,155,50476.896774,10681.470968,8267.6258065
State,01,Alabama,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,78,35270.346154,7067.0512821,5022.3076923
State,01,Alabama,089,CONCUSSION WITH CC,28,42129.107143,8521.4642857,6828.4285714
State,01,Alabama,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,203,61095.246305,13537.763547,10505.753695
State,01,Alabama,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,265,38261.150943,8452.6188679,5956.1622642
State,01,Alabama,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,83,31557.144578,6098.373494,4548.373494
State,01,Alabama,094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,21,144297.28571,27828.285714,24988.619048
State,01,Alabama,095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,16,117526.5625,16723,14429.0625
State,01,Alabama,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,28,142541.14286,32833.285714,23806.535714
State,01,Alabama,098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,14,121993.14286,16915.928571,12464
State,01,Alabama,100,SEIZURES WITH MCC,346,85737.014451,14628.589595,11876.054913
State,01,Alabama,101,SEIZURES WITHOUT MCC,430,38149.537209,8293.8418605,5454.0162791
State,01,Alabama,102,HEADACHES WITH MCC,16,52654.25,9269.5,6681
State,01,Alabama,103,HEADACHES WITHOUT MCC,116,34484.982759,7635.3706897,4174.9568966
State,01,Alabama,123,NEUROLOGICAL EYE DISORDERS,41,37231.268293,7350,4913.195122
State,01,Alabama,124,OTHER DISORDERS OF THE EYE WITH MCC OR THROMBOLYTIC AGENT,13,33125.153846,10986.384615,9640.3076923
State,01,Alabama,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,37,42767.594595,7084.2162162,4719.2162162
State,01,Alabama,141,MAJOR HEAD AND NECK PROCEDURES WITH CC,33,95589.727273,19200.727273,14080.575758
State,01,Alabama,142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,17,92990.058824,14558.823529,11922.352941
State,01,Alabama,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",24,78433.041667,16053.291667,11420.75
State,01,Alabama,145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",28,56969.428571,10506.107143,8313.9285714
State,01,Alabama,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",11,47607.363636,13495.818182,7263.5454545
State,01,Alabama,149,DYSEQUILIBRIUM,151,28265.801325,5919.5298013,4018.1854305
State,01,Alabama,150,EPISTAXIS WITH MCC,11,34423.636364,10758.727273,7989.9090909
State,01,Alabama,151,EPISTAXIS WITHOUT MCC,33,26841.69697,6563.0909091,4438.3030303
State,01,Alabama,152,OTITIS MEDIA AND URI WITH MCC,28,45740.5,8783.3928571,6597.3928571
State,01,Alabama,153,OTITIS MEDIA AND URI WITHOUT MCC,59,26726.711864,6926.440678,4055.5423729
State,01,Alabama,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",15,57557.733333,13661.466667,7732
State,01,Alabama,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",30,31324.1,7324.4,5687.6
State,01,Alabama,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",13,45763.923077,5891.4615385,4179.9230769
State,01,Alabama,157,DENTAL AND ORAL DISEASES WITH MCC,17,69237.411765,11430.588235,9321.5882353
State,01,Alabama,158,DENTAL AND ORAL DISEASES WITH CC,26,37140.153846,8212.3461538,5417.2307692
State,01,Alabama,163,MAJOR CHEST PROCEDURES WITH MCC,165,206911.82424,35488.412121,29808.042424
State,01,Alabama,164,MAJOR CHEST PROCEDURES WITH CC,169,103529.60947,19382.088757,15057.550296
State,01,Alabama,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,89,74198.168539,14226.078652,11780.910112
State,01,Alabama,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,144,142551.9375,25554.979167,20960.875
State,01,Alabama,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,87,84336.287356,14600.448276,10649.655172
State,01,Alabama,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,26,58031.384615,11470.692308,7837.9615385
State,01,Alabama,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,372,54923.580645,11164.634409,8372.6317204
State,01,Alabama,176,PULMONARY EMBOLISM WITHOUT MCC,290,35273.310345,6546.937931,4570.9206897
State,01,Alabama,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,2614,58190.607881,12989.433435,10995.202372
State,01,Alabama,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,663,32987.892911,8604.546003,6599.3242836
State,01,Alabama,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,170,21719.264706,6370.5117647,4880.7882353
State,01,Alabama,180,RESPIRATORY NEOPLASMS WITH MCC,212,67141.816038,12710.537736,10221.448113
State,01,Alabama,181,RESPIRATORY NEOPLASMS WITH CC,80,48195.5,9392.2875,6868.4375
State,01,Alabama,183,MAJOR CHEST TRAUMA WITH MCC,45,48960.711111,11941.577778,9808.1777778
State,01,Alabama,184,MAJOR CHEST TRAUMA WITH CC,85,39334.235294,8270.9411765,6350.6588235
State,01,Alabama,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,18,33912.388889,6206.6666667,4450.5555556
State,01,Alabama,186,PLEURAL EFFUSION WITH MCC,106,61800.783019,11355.90566,9838.0943396
State,01,Alabama,187,PLEURAL EFFUSION WITH CC,67,40841.432836,8196.5373134,6408.7462687
State,01,Alabama,188,PLEURAL EFFUSION WITHOUT CC/MCC,12,19933.75,6106.0833333,5094.5833333
State,01,Alabama,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,1244,48448.512058,9315.4686495,7370.5184887
State,01,Alabama,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,1221,44408.616708,8344.1539722,6543.4414414
State,01,Alabama,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,463,31378.740821,7071.9697624,5030.7451404
State,01,Alabama,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,181,21057.812155,5341.7292818,3689.1823204
State,01,Alabama,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,2101,49925.79486,9769.2736792,7763.4098049
State,01,Alabama,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,971,31610.647786,6655.7909372,4961.8238929
State,01,Alabama,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,228,18732.039474,5255.622807,3774.75
State,01,Alabama,196,INTERSTITIAL LUNG DISEASE WITH MCC,134,72063.865672,16105.940299,10585.014925
State,01,Alabama,197,INTERSTITIAL LUNG DISEASE WITH CC,26,44504.461538,9032.8076923,6086.1153846
State,01,Alabama,199,PNEUMOTHORAX WITH MCC,103,56705.048544,12493.728155,10416.941748
State,01,Alabama,200,PNEUMOTHORAX WITH CC,116,39674.267241,8587.9396552,6514.9310345
State,01,Alabama,201,PNEUMOTHORAX WITHOUT CC/MCC,25,24587.08,5581.88,4132.04
State,01,Alabama,202,BRONCHITIS AND ASTHMA WITH CC/MCC,320,32994.390625,7339.671875,5459.746875
State,01,Alabama,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,47,24896.446809,5341.5106383,3465.5531915
State,01,Alabama,204,RESPIRATORY SIGNS AND SYMPTOMS,73,27921.945205,6654.4657534,5031.0410959
State,01,Alabama,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,107,85329.626168,14923.28972,11564.803738
State,01,Alabama,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,98,32686.897959,7329.6938776,5042.3877551
State,01,Alabama,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,260,238519.65769,47835.611538,40310.157692
State,01,Alabama,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,451,106715.35255,20515.308204,16947.345898
State,01,Alabama,215,OTHER HEART ASSIST SYSTEM IMPLANT,45,462935.26667,85943.511111,69539.622222
State,01,Alabama,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,99,401630.59596,75997.131313,66018.060606
State,01,Alabama,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,35,260508,48915.542857,35560.771429
State,01,Alabama,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,224,327596.45089,66818.491071,51948.200893
State,01,Alabama,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,199,240347.75377,41083.788945,32661.798995
State,01,Alabama,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,14,177045,36762.857143,23577.928571
State,01,Alabama,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",18,298685.72222,59549.722222,45048.055556
State,01,Alabama,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",16,340828.875,49498.75,46244.75
State,01,Alabama,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,25,291559.52,44117.36,42432.92
State,01,Alabama,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,21,211363.52381,34095.428571,30227.857143
State,01,Alabama,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,58,195922.91379,40479.482759,34926.827586
State,01,Alabama,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,91,136145.10989,25432.252747,20878.472527
State,01,Alabama,231,CORONARY BYPASS WITH PTCA WITH MCC,20,357531.65,57598.95,54538.75
State,01,Alabama,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,242,326799.44215,51558.326446,42101.582645
State,01,Alabama,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,240,224321.74167,34609.6625,26738.504167
State,01,Alabama,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,221,234439.13575,42330.941176,34022.864253
State,01,Alabama,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,304,185868.67763,30820.582237,22743.911184
State,01,Alabama,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,114,167271.57895,30656.429825,24695.684211
State,01,Alabama,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,86,83907.465116,18292.616279,15583.174419
State,01,Alabama,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,14,60264.214286,10776.428571,9551.4285714
State,01,Alabama,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,210,156496.67143,26338.22381,20751.542857
State,01,Alabama,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,284,114973.65141,18297.644366,13735.989437
State,01,Alabama,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,124,107640.39516,13773.5,10944.516129
State,01,Alabama,245,AICD GENERATOR PROCEDURES,12,157217.16667,34247.583333,31985.666667
State,01,Alabama,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,433,158180.74134,22151.099307,18127.976905
State,01,Alabama,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,667,122234.13643,15011.089955,10532.605697
State,01,Alabama,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITH MCC,49,123624.28571,20035.22449,17162.77551
State,01,Alabama,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT INTRALUMINAL DEVICE WITHOUT MCC,54,78234.962963,13062.240741,8124.7777778
State,01,Alabama,252,OTHER VASCULAR PROCEDURES WITH MCC,290,122732.95517,24936.586207,21422.568966
State,01,Alabama,253,OTHER VASCULAR PROCEDURES WITH CC,281,104000.50178,19340.683274,15556.330961
State,01,Alabama,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,150,61711.32,12623.2,10014.106667
State,01,Alabama,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,29,106334.34483,21530.655172,17901.482759
State,01,Alabama,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,39,76955.589744,11710.076923,9609.6153846
State,01,Alabama,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,29,133855.62069,24394.551724,20847.413793
State,01,Alabama,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,38,82145.789474,14935.078947,11316.289474
State,01,Alabama,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,19,62055.157895,13190.263158,8858.7368421
State,01,Alabama,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,115,103945.96522,23641.147826,19644.295652
State,01,Alabama,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,330,220162.00909,41999.278788,40726.348485
State,01,Alabama,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,446,186102.95067,35643.930493,33358.302691
State,01,Alabama,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,47,301277.23404,66358.87234,44035.617021
State,01,Alabama,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,194,177757.12887,30676.963918,26579.865979
State,01,Alabama,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,270,227895.34444,38541.759259,34030.318519
State,01,Alabama,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,165,142921.81818,25854.921212,20105.848485
State,01,Alabama,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,71,104873.73239,19795.71831,13922.591549
State,01,Alabama,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,103,172039.07767,30466.543689,26126.68932
State,01,Alabama,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,943,141056.26935,22657.239661,20422.542948
State,01,Alabama,276,CARDIAC DEFIBRILLATOR IMPLANT WITH MCC OR CAROTID SINUS NEUROSTIMULATOR,16,300018.8125,46891.0625,44925.1875
State,01,Alabama,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",1321,69042.004542,11901.294474,9575.9462528
State,01,Alabama,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",604,46258.966887,7733.5993377,5204.5248344
State,01,Alabama,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",228,38600.991228,5748.0131579,3803.6578947
State,01,Alabama,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",169,97490.08284,16393.698225,13349.585799
State,01,Alabama,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",701,83933.873039,17704.844508,12760.480742
State,01,Alabama,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",650,55108.163077,9068.7353846,6251.0061538
State,01,Alabama,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,13,97008.461538,16906.538462,15276.692308
State,01,Alabama,291,HEART FAILURE AND SHOCK WITH MCC,4572,41947.149169,9708.4619423,7775.932196
State,01,Alabama,292,HEART FAILURE AND SHOCK WITH CC,277,28247.642599,7138.5379061,5376.5306859
State,01,Alabama,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,63,14640.460317,5415.4761905,3580.4603175
State,01,Alabama,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",54,65890.055556,12636.666667,10789.425926
State,01,Alabama,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,190,64711.721053,11969.226316,9499.8947368
State,01,Alabama,300,PERIPHERAL VASCULAR DISORDERS WITH CC,315,37508.526984,8239.1174603,6362.5238095
State,01,Alabama,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,60,22963.116667,5911.1333333,4169.1666667
State,01,Alabama,302,ATHEROSCLEROSIS WITH MCC,38,44928.184211,9560.3684211,7847.9736842
State,01,Alabama,303,ATHEROSCLEROSIS WITHOUT MCC,152,28715.098684,5609.8355263,3892.1315789
State,01,Alabama,304,HYPERTENSION WITH MCC,167,40201.419162,8667.9041916,6312.3233533
State,01,Alabama,305,HYPERTENSION WITHOUT MCC,420,33499.780952,6081.5142857,4050.3571429
State,01,Alabama,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,52,45536.288462,10707.692308,9313.1923077
State,01,Alabama,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,26,38707.846154,7513.5,5646.1538462
State,01,Alabama,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,844,45351.906398,9039.1421801,7110.3246445
State,01,Alabama,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,1107,28796.929539,5880.971093,4194.0252936
State,01,Alabama,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,647,19882.16847,4654.0401855,2907.0448223
State,01,Alabama,311,ANGINA PECTORIS,52,27095.25,5013.6153846,3650.4230769
State,01,Alabama,312,SYNCOPE AND COLLAPSE,937,32992.489861,6818.0138741,5025.1120598
State,01,Alabama,313,CHEST PAIN,519,27165.631985,5623.9595376,4021.8651252
State,01,Alabama,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,397,77201.433249,16205.775819,12924.418136
State,01,Alabama,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,239,32092.966527,7946.5146444,5796.2719665
State,01,Alabama,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,43,28221.209302,5450.8372093,3789.1860465
State,01,Alabama,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,19,211555.42105,38267.894737,35251.947368
State,01,Alabama,321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,142,178899.62676,21632.598592,17638.711268
State,01,Alabama,322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,196,134803.86224,14047.622449,10371.52551
State,01,Alabama,323,CORONARY INTRAVASCULAR LITHOTRIPSY WITH INTRALUMINAL DEVICE WITH MCC,11,192360.27273,28529.727273,26564.363636
State,01,Alabama,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",130,269102.63846,46747.407692,31780.076923
State,01,Alabama,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",118,117369.25424,21558.686441,15490.09322
State,01,Alabama,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",98,98680.602041,12323.540816,9632.9285714
State,01,Alabama,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,455,189710.61099,33997.865934,28455.096703
State,01,Alabama,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,606,103539.59406,18779.425743,13896.372937
State,01,Alabama,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,420,81988.009524,12767.716667,9742.5380952
State,01,Alabama,334,RECTAL RESECTION WITHOUT CC/MCC,13,47156.923077,12714.230769,10774.615385
State,01,Alabama,335,PERITONEAL ADHESIOLYSIS WITH MCC,60,205869.11667,29699.083333,23852.016667
State,01,Alabama,336,PERITONEAL ADHESIOLYSIS WITH CC,109,108690.76147,15372.798165,12104.541284
State,01,Alabama,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,47,65936.553191,11451.255319,8653.4680851
State,01,Alabama,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,20,74139,11416.95,7801.65
State,01,Alabama,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,19,75823,8685.5263158,6524.2105263
State,01,Alabama,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,31,55089.290323,12112.322581,6937.5806452
State,01,Alabama,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,28,61155.071429,8264,5347.1428571
State,01,Alabama,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,31,69135,12976.806452,9199.2903226
State,01,Alabama,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,18,60584.388889,9733.7777778,8165.5555556
State,01,Alabama,348,ANAL AND STOMAL PROCEDURES WITH CC,33,68883.454545,12951.030303,7828.1212121
State,01,Alabama,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,19,92249.263158,15868.368421,14688.263158
State,01,Alabama,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,45,84274.711111,10830.444444,8519.1333333
State,01,Alabama,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,22,58811.090909,8043.0454545,6207.9545455
