state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts,ed_minutes_rating,detail_overall_patient_rating_points,mortality_overall_contribution,total_quality_points,adj_total_heartattack,adj_total_stroke,adj_total_heartfailure,adj_total_pneu,lat,lon,full_address
AR,Scott,Mercy Hospital Waldron,Waldron,1h 11m,71.0,https://www.hospitalstats.org/hospital-ratings/mercy-hospital-waldron-waldron-ar.htm,Mercy Hospital Waldron Ratings,1341 West Sixth Street,Waldron,AR,72958.0,(479) 637-4135,Critical Access Hospitals,YES,8% worse,8.0,worse,,,,19.7,2.0,0.0,71.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Scott-County-AR.htm,2025-10-18T17:03:03.194052+00:00,10,5,8% worse (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"1341 West Sixth Street, Waldron, AR 72958"
AR,Van Buren,Ozark Health,Clinton,2h 8m,128.0,https://www.hospitalstats.org/hospital-ratings/ozark-health-clinton-ar.htm,Ozark Health Ratings,2500 Highway 65 South,Clinton,AR,72031.0,(501) 745-7000,Critical Access Hospitals,YES,8% better,8.0,better,,,,16.8,,,128.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Van-Buren-County-AR.htm,2025-10-18T17:03:12.706062+00:00,10,5,8% better (±0),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,,,"2500 Highway 65 South, Clinton, AR 72031"
AR,Yell,Dardanelle Regional Medical Center,Dardanelle,1h 14m,74.0,https://www.hospitalstats.org/hospital-ratings/dardanelle-regional-medical-center-dardanelle-ar.htm,Dardanelle Regional Medical Center Ratings,200 North Third Street,Dardanelle,AR,72834.0,(479) 229-4677,Critical Access Hospitals,YES,,,,,,,,,,74.0,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Yell-County-AR.htm,2025-10-18T17:03:23.401143+00:00,10,5,mortality not used,15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",,,"200 North Third Street, Dardanelle, AR 72834"
AZ,Apache,Chinle Comprehensive Health Care Facility,Chinle,,,https://www.hospitalstats.org/hospital-ratings/chinle-comprehensive-health-care-facility-chinle-az.htm,Chinle Comprehensive Health Care Facility Ratings,"Us Hwy 191, Hospital Road",Chinle,AZ,86503.0,(928) 674-7001,Acute Care Hospitals,YES,0%,0.0,,,,,18.2,0.0,0.0,,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Apache-County-AZ.htm,2025-10-18T17:03:27.197857+00:00,wait time rating not available,7,mortality not used,16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",13,,,"Us Highway 191, Hospital Road, Chinle, AZ 86503"
AZ,Cochise,Canyon Vista Medical Center,Sierra Vista,3h 13m,193.0,https://www.hospitalstats.org/hospital-ratings/canyon-vista-medical-center-sierra-vista-az.htm,Canyon Vista Medical Center Ratings,5700 East Highway 90,Sierra Vista,AZ,85635.0,(520) 263-2000,Acute Care Hospitals,YES,3% worse,3.0,worse,12.1,14.6,13.3,18.2,6.0,1.0,193.0,AVERAGE,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Cochise-County-AZ.htm,2025-10-18T17:03:31.971960+00:00,8,7,3% worse (±0),15,13,13,13,12,,,"5700 East Highway 90, Sierra Vista, AZ 85635"
AZ,Gila,Cobre Valley Regional Medical Center,Globe,1h 50m,110.0,https://www.hospitalstats.org/hospital-ratings/cobre-valley-regional-medical-center-globe-az.htm,Cobre Valley Regional Medical Center Ratings,5880 South Hospital Drive,Globe,AZ,85501.0,(928) 402-1122,Critical Access Hospitals,YES,2% worse,2.0,worse,12.2,,13.4,17.7,,,110.0,AVERAGE,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it; Rooms and facilities are usually clean,Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Gila-County-AZ.htm,2025-10-18T17:03:37.714469+00:00,10,7,2% worse (±0),17,15,"no data for specific chief complaint, quality point remains at 17",15,14,,,"5880 South Hospital Drive, Globe, AZ 85501"
AZ,Mohave,Valley View Medical Center,Fort Mohave,2h 48m,168.0,https://www.hospitalstats.org/hospital-ratings/valley-view-medical-center-fort-mohave-az.htm,Valley View Medical Center Ratings,5330 South Highway 95,Fort Mohave,AZ,86426.0,(928) 788-2273,Acute Care Hospitals,YES,14% worse,14.0,worse,,,15.2,19.5,1.0,0.0,168.0,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Mohave-County-AZ.htm,2025-10-18T17:04:15.381654+00:00,9,7,14% worse (±1),15,"no data for specific chief complaint, quality point remains at 15","no data for specific chief complaint, quality point remains at 15",12,12,,,"5330 South Highway 95, Fort Mohave, AZ 86426"
AZ,Pima,Sells Hospital,Sells,,,https://www.hospitalstats.org/hospital-ratings/sells-hospital-sells-az.htm,Sells Hospital Ratings,"Highway 86, At Topawa Road",Sells,AZ,85634.0,(520) 362-7003,Acute Care Hospitals,YES,,,,,,,,,0.0,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"86, At Topawa Road, Sells, AZ 85634"
AZ,Pima,Va S. Arizona Healthcare System,Tucson,,,https://www.hospitalstats.org/hospital-ratings/va-s-arizona-healthcare-system-tucson-az.htm,Va S. Arizona Healthcare System Ratings,3601 South Sixth Avenue,Tucson,AZ,85723.0,(520) 629-1821,Acute Care - Veterans Administration,YES,23% better,23.0,better,13.2,,8.2,13.2,,,,VERY GOOD,Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00,wait time rating not available,10,23% better (±1),20,18,"no data for specific chief complaint, quality point remains at 20",19,18,,,"3601 South Sixth Avenue, Tucson, AZ 85723"
AZ,Pima,Sonora Behavioral Health Hospital,Tucson,,,https://www.hospitalstats.org/hospital-ratings/sonora-behavioral-health-hospital-tucson-az.htm,Sonora Behavioral Health Hospital Ratings,6050 North Corona Road,Tucson,AZ,85704.0,(520) 469-8700,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Pima-County-AZ.htm,2025-10-18T17:04:30.868454+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"6050 North Corona Road, Tucson, AZ 85704"
AZ,Yavapai,Va Northern Arizona Healthcare System,Prescott,,,https://www.hospitalstats.org/hospital-ratings/va-northern-arizona-healthcare-system-prescott-az.htm,Va Northern Arizona Healthcare System Ratings,500 Highway 89 North,Prescott,AZ,86313.0,(928) 445-4860,Acute Care - Veterans Administration,YES,19% better,19.0,better,,,9.1,16.1,,,,VERY GOOD,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Doctors usually communicate well with patients; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Yavapai-County-AZ.htm,2025-10-18T17:04:42.372096+00:00,wait time rating not available,10,19% better (±1),20,"no data for specific chief complaint, quality point remains at 20","no data for specific chief complaint, quality point remains at 20",19,17,,,"500 Highway 89 North, Prescott, AZ 86313"
CA,Kern,Kern Valley Healthcare District,Lake Isabella,3h 34m,214.0,https://www.hospitalstats.org/hospital-ratings/kern-valley-healthcare-district-lake-isabella-ca.htm,Kern Valley Healthcare District Ratings,6412 Laurel Ave,Lake Isabella,CA,93240.0,(760) 379-2681,Critical Access Hospitals,YES,,,,,,,,1.0,0.0,214.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Kern-County-CA.htm,2025-10-18T17:05:48.551244+00:00,8,5,mortality not used,13,"no data for specific chief complaint, quality point remains at 13","no data for specific chief complaint, quality point remains at 13","no data for specific chief complaint, quality point remains at 13","no data for specific chief complaint, quality point remains at 13",,,"6412 Laurel Avenue, Lake Isabella, CA 93240"
CA,Lake,Adventist Health Clearlake,Clearlake,3h 0m,180.0,https://www.hospitalstats.org/hospital-ratings/adventist-health-clearlake-clearlake-ca.htm,Adventist Health Clearlake Ratings,15630 18th Ave - Hwy 53,Clearlake,CA,95422.0,(707) 994-6486,Critical Access Hospitals,YES,4% worse,4.0,worse,,14.1,14.0,17.8,1.0,0.0,180.0,AVERAGE,Nurses usually respond quickly when patients need help; Doctors usually communicate well with patients; Patients usually receive help when they request it,,https://www.hospitalstats.org/ER-Wait-Time/Lake-County-CA.htm,2025-10-18T17:05:53.399817+00:00,9,7,4% worse (±0),16,"no data for specific chief complaint, quality point remains at 16",14,14,13,,,"15630 18th Avenue - Highway 53, Clearlake, CA 95422"
CA,Los Angeles,Coast Plaza Hospital,Norwalk,1h 52m,112.0,https://www.hospitalstats.org/hospital-ratings/coast-plaza-hospital-norwalk-ca.htm,Coast Plaza Hospital Ratings,13100 Studerbaker Road,Norwalk,CA,90650.0,(562) 868-3751,Acute Care Hospitals,YES,13% better,13.0,better,,,10.6,15.9,3.0,1.0,112.0,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Los-Angeles-County-CA.htm,2025-10-18T17:06:48.051394+00:00,10,5,13% better (±1),16,"no data for specific chief complaint, quality point remains at 16","no data for specific chief complaint, quality point remains at 16",14,13,,,"13100 Studerbaker Road, Norwalk, CA 90650"
CA,Los Angeles,Los Angeles General Medical Center,Los Angeles,6h 33m,393.0,https://www.hospitalstats.org/hospital-ratings/los-angeles-general-medical-center-los-angeles-ca.htm,Los Angeles General Medical Center Ratings,"2051 Marengo St, Room C2k100",Los Angeles,CA,90033.0,(323) 226-2800,Acute Care Hospitals,YES,2% better,2.0,better,11.4,13.6,11.5,18.9,17.0,16.0,393.0,AVERAGE,Doctors usually communicate well with patients; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Los-Angeles-County-CA.htm,2025-10-18T17:06:48.051394+00:00,2,7,2% better (±0),9,7,7,7,6,,,"2051 Marengo Street, Room C2k100, Los Angeles, CA 90033"
CA,Los Angeles,Va Long Beach Healthcare System,Long Beach,,,https://www.hospitalstats.org/hospital-ratings/va-long-beach-healthcare-system-long-beach-ca.htm,Va Long Beach Healthcare System Ratings,5901 E. Seventh Street,Long Beach,CA,90822.0,(562) 826-8000,Acute Care - Veterans Administration,YES,37% better,37.0,better,11.1,,6.6,13.4,,,,AVERAGE,Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Patients often don't receive help when they request it; Facilities are sometimes dirty; Rooms were often noisy at night,https://www.hospitalstats.org/ER-Wait-Time/Los-Angeles-County-CA.htm,2025-10-18T17:06:48.051394+00:00,wait time rating not available,7,37% better (±2),18,16,"no data for specific chief complaint, quality point remains at 18",17,16,,,"5901 E. Seventh Street, Long Beach, CA 90822"
CA,Los Angeles,Children's Hosp Of Los Angeles,Los Angeles,,,https://www.hospitalstats.org/hospital-ratings/childrens-hosp-of-los-angeles-los-angeles-ca.htm,Children's Hosp Of Los Angeles Ratings,"4650 Sunset Blvd, Ms 108",Los Angeles,CA,90027.0,(323) 669-2164,Childrens,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Los-Angeles-County-CA.htm,2025-10-18T17:06:48.051394+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"4650 Sunset Boulevard, Ms 108, Los Angeles, CA 90027"
CA,Los Angeles,Resnick Neuropsychiatric Hospital At Ucla,Los Angeles,,,https://www.hospitalstats.org/hospital-ratings/resnick-neuropsychiatric-hospital-at-ucla-los-angeles-ca.htm,Resnick Neuropsychiatric Hospital At Ucla Ratings,150 Medical Plaza-Rm-4230c,Los Angeles,CA,90095.0,(310) 825-6962,Psychiatric,YES,,,,,,,,,,,POOR,,Staff doesn't respond quickly when patients need help; Nurses often fail to communicate; Doctors often fail to communicate with patients; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Los-Angeles-County-CA.htm,2025-10-18T17:06:48.051394+00:00,wait time rating not available,5,mortality not used,14,"no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14","no data for specific chief complaint, quality point remains at 14",,,"150 Medical Plaza-Rm-4230c, Los Angeles, CA 90095"
