Hospital_Name,Address,City,State,ZIP,Top_Procedures
Unity Health White County Medical Center,AR,Searcy,3214 East Race Avenue,72143,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mena Regional Health System,AR,Mena,311 North Morrow Street,71953,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Uams Medical Center,AR,Little Rock,4301 West Markham Street Mail Slot 612,72205,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
North Arkansas Regional Medical Center,AR,Harrison,620 North Main Street,72601,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baptist Health - Van Buren,AR,Van Buren,211 Crawford Memorial Drive,72956,Level 2 Musculoskeletal Procedures | Level 3 Vascular Procedures
Forrest City Medical Center,AR,Forrest City,1601 Newcastle Road,72335,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
St Bernards Medical Center,AR,Jonesboro,225 E Washiington Avenue,72401,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Northwest Medical Center,AR,Springdale,609 West Maple Avenue,72764,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Chi St. Vincent Hospital Hot Springs,AR,Hot Springs,300 Werner Street,71903,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Baxter Health,AR,Mountain Home,624 Hospital Drive,72653,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
"Conway Regional Medical Center, Inc",AR,Conway,2302 College Avenue,72034,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Baptist Health Medical Center North Little Rock,AR,North Little Rock,3333 Springhill Drive,72117,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Arkansas Methodist Medical Center,AR,Paragould,900 West Kingshighway,72450,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
St Marys Regional Medical Center,AR,Russellville,1808 West Main Street,72801,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
St Bernards Five Rivers Medical Center,AR,Pocahontas,2801 Medical Center Drive,72455,Comprehensive Observation Services | Level 1 Nerve Procedures | Level 3 Vascular Procedures
Ouachita County Medical Center,AR,Camden,638 California Avenue,71701,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Drew Memorial Health System,AR,Monticello,778 Scogin Drive,71655,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Intraocular Procedures
Baptist Health - Fort Smith,AR,Fort Smith,1001 Towson Avenue,72901,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mercy Hospital Fort Smith,AR,Fort Smith,7301 Rogers Ave,72903,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Magnolia Regional Medical Center,AR,Magnolia,101 Hospital Drive,71753,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Great River Medical Center,AR,Blytheville,1520 N Division Street,72315,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Nerve Procedures
Jefferson Regional Medical Center,AR,Pine Bluff,1600 West 40th Avenue,71603,Abdominal/Peritoneal/Biliary and Related Procedures | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Endovascular Procedures
Baptist Health Medical Center-Stuttgart,AR,Stuttgart,1703 North Buerkle St,72160,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Baptist Health Medical Center-Hot Springs County,AR,Malvern,1001 Schneider Drive,72104,Comprehensive Observation Services | Level 2 Musculoskeletal Procedures | Level 2 Upper GI Procedures
National Park Medical Center,AR,Hot Springs,1910 Malvern Avenue,71901,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Saline Memorial Hospital,AR,Benton,#1 Medical Park Drive,72015,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Helena Regional Medical Center,AR,Helena,1801 Martin Luther King Jr Drive,72342,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
South Arkansas Regional Hospital Llc,AR,El Dorado,700 West Grove Street,71730,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Baptist Health Medical Center-Little Rock,AR,Little Rock,9601 Interstate,72205,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Nea Baptist Memorial Hospital,AR,Jonesboro,4800 East Johnson Avenue,72405,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
White River Medical Center,AR,Batesville,1710 Harrison Street,72503,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
"Arkansas Heart Hospital, Llc",AR,Little Rock,1701 S Shackleford Road,72211,Comprehensive Observation Services | Implantation Wireless PA Pressure Monitor | Level 1 Electrophysiologic Procedures
St Vincent Medical Center/North,AR,Sherwood,2215 Wildwood Avenue,72120,Comprehensive Observation Services | Level 1 Endovascular Procedures | Level 1 ICD and Similar Procedures
Arkansas Surgical Hospital,AR,No Little Rock,5201 North Shore Drive,72118,Comprehensive Observation Services | Implantation of Drug Infusion Device | Level 1 Breast/Lymphatic Surgery and Related Procedures
Wadley Regional Medical Center At Hope,AR,Hope,2001 South Main,71801,Comprehensive Observation Services | Level 2 Vascular Procedures
Baptist Health Medical Center- Conway,AR,Conway,1555 Exchange Avenue,72032,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
"Baptist Memorial Hospital-Crittenden, Inc",AR,West Memphis,2100 North Seventh Street,72301,Comprehensive Observation Services | Level 1 Nerve Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage
"Centerview Surgery Center, Llc",AR,Little Rock,1310 Centerview Drive,72211,Abdominal/Peritoneal/Biliary and Related Procedures | Level 1 Neurostimulator and Related Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage
Legacy Surgery Center,AR,Little Rock,"5800 West Tenth Street, Suite 206",72204,Level 1 Nerve Procedures | Level 2 Neurostimulator and Related Procedures | Level 4 Musculoskeletal Procedures
Arkansas Heart Hospital-Encore,AR,Bryant,1901 Encore Way,72022,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Sevier County Medical Center,AR,De Queen,960 Hwy 71 N,71832,Comprehensive Observation Services | Level 3 Vascular Procedures
Unity Health - Jacksonville,AR,Jacksonville,1400 Braden Street,72076,Comprehensive Observation Services | Level 2 Excision/ Biopsy/ Incision and Drainage | Level 3 Vascular Procedures
Arkansas Children's Hospital,AR,Little Rock,"1 Children's Way, Slot 301",72202,Comprehensive Observation Services | Level 1 Endovascular Procedures | Level 2 Excision/ Biopsy/ Incision and Drainage
"Arkansas Children's Northwest, Inc",AR,Springdale,2601 Gene George Boulevard,72762,Level 5 Urology and Related Services
St Rose Hospital,CA,Hayward,27200 Calaroga Ave,94545,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Providence St Joseph Hospital,CA,Eureka,2700 Dolbeer St,95501,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Mills-Peninsula Medical Center,CA,Burlingame,1501 Trousdale Drive,94010,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
California Pacific Medical Ctr-Davies Campus Hosp,CA,San Francisco,601 Duboce Avenue,94117,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Providence Queen Of The Valley Medical Center,CA,Napa,1000 Trancas St,94558,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Implantation of Drug Infusion Device
Adventist Health St Helena,CA,Saint Helena,10 Woodland Road,94574,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Sutter Amador Hospital,CA,Jackson,200 Mission Blvd,95642,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Mercy General Hospital,CA,Sacramento,4001 J St,95819,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Cochlear Implant Procedure
Riverside Community Hospital,CA,Riverside,4445 Magnolia Avenue,92501,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Paradise Valley Hospital,CA,National City,2400 East 4th St,91950,Complex GI Procedures | Comprehensive Observation Services | Level 1 Endovascular Procedures
Uc San Diego Health Hillcrest - Hillcrest Med Ctr,CA,San Diego,200 West Arbor Drive,92103,Abdominal/Peritoneal/Biliary and Related Procedures | Cochlear Implant Procedure | Complex GI Procedures
Grossmont Hospital,CA,La Mesa,5555 Grossmont Center Drive Box 58,91942,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Mad River Community Hospital,CA,Arcata,3800 Janes Rd,95521,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Oroville Hospital,CA,Oroville,2767 Olive Highway,95966,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Bakersfield Memorial Hospital,CA,Bakersfield,420 34th St,93301,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Santa Clara Valley Medical Center,CA,San Jose,751 South Bascom Avenue,95128,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Enloe Medical Center,CA,Chico,1531 Esplanade,95926,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Lac/Olive View-Ucla Medical Center,CA,Sylmar,14445 Olive View Drive,91342,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
St Elizabeth Community Hospital,CA,Red Bluff,2550 Sister Mary Columba Drive,96080,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Alta Bates Summit Medical Center,CA,Oakland,350 Hawthorne Avenue,94609,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
El Centro Regional Medical Center,CA,El Centro,1415 Ross Avenue,92243,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
California Pacific Medical Center- Van Ness Campus,CA,San Francisco,1101 Van Ness Avenue,94109,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
San Gorgonio Memorial Hospital,CA,Banning,600 North Highland Springs Avenue,92220,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Laparoscopy and Related Services
California Pacific Medical Center - Mission Bernal,CA,San Francisco,3555 Cesar Chavez,94110,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
Antelope Valley Hospital,CA,Lancaster,1600 W Ave J,93534,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Kaweah Health Medical Center,CA,Visalia,400 W Mineral King Ave,93291,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Glendale Mem Hospital & Hlth Center,CA,Glendale,1420 S Central Ave,91204,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Community Regional Medical Center,CA,Fresno,2823 Fresno Street,93721,Abdominal/Peritoneal/Biliary and Related Procedures | Ancillary Outpatient Services When Patient Dies | Complex GI Procedures
Hollywood Presbyterian Medical Center,CA,Los Angeles,1300 N Vermont Ave,90027,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Oak Valley Hospital District,CA,Oakdale,350 S Oak Ave,95361,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Providence St. Joseph Hospital,CA,Orange,1100 West Stewart Dr,92868,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Kaiser Foundation Hospital - South San Francisco,CA,South San Francisco,1200 El Camino Real,94080,Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Laparoscopy and Related Services
Kaiser Foundation Hospital-Santa Clara,CA,Santa Clara,700 Lawrence Expressway,95051,Abdominal/Peritoneal/Biliary and Related Procedures | Complex GI Procedures | Comprehensive Observation Services
Kaiser Foundation Hospital - Walnut Creek,CA,Walnut Creek,1425 S Main Street,94596,Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures | Level 1 Endovascular Procedures
Kaiser Foundation Hospital And Rehab Center,CA,Vallejo,975 Sereno Dr,94589,Abdominal/Peritoneal/Biliary and Related Procedures | Comprehensive Observation Services | Level 1 Breast/Lymphatic Surgery and Related Procedures
